Date,Open,High,Low,Close,Volume_base,Volume_quote,compound,positive,negative,neutral,comp_score
2022-05-26 07:45:00,2707.88,2716.6,2707.11,2711.78,11.6319,31543.405884,0.1779,0.05,0.0,0.95,1
2022-05-26 08:00:00,2711.98,2714.76,2708.06,2711.65,17.0359,46203.233048,0.1779,0.05,0.0,0.95,1
2022-05-26 08:15:00,2712.23,2713.69,2697.49,2697.49,21.5866,58413.030783,0.1779,0.05,0.0,0.95,1
2022-05-26 08:30:00,2697.39,2698.71,2605.0,2615.0,184.2793,485286.933633,0.1779,0.05,0.0,0.95,1
2022-05-26 08:45:00,2612.84,2619.35,2571.84,2588.71,129.2037,334725.198875,0.1779,0.05,0.0,0.95,1
2022-05-26 09:00:00,2587.93,2593.49,2565.77,2588.63,81.0911,209062.21656,0.1779,0.05,0.0,0.95,1
2022-05-26 09:15:00,2588.25,2588.25,2572.97,2585.0,74.9395,193394.963374,0.1779,0.05,0.0,0.95,1
2022-05-26 09:30:00,2584.2,2594.14,2582.1,2590.76,50.0882,129632.197786,0.1779,0.05,0.0,0.95,1
2022-05-26 09:45:00,2590.45,2608.96,2586.79,2608.96,78.3043,203025.504821,0.1779,0.05,0.0,0.95,1
2022-05-26 10:00:00,2605.75,2608.37,2580.01,2590.99,46.3901,120391.121784,0.1779,0.05,0.0,0.95,1
2022-05-26 10:15:00,2591.16,2597.04,2586.02,2595.15,54.3271,140881.597152,0.1779,0.05,0.0,0.95,1
2022-05-26 10:30:00,2594.7,2596.92,2589.32,2592.85,19.9194,51646.422668,0.1779,0.05,0.0,0.95,1
2022-05-26 10:45:00,2592.26,2599.03,2588.8,2588.8,38.5583,99981.872975,0.1779,0.05,0.0,0.95,1
2022-05-26 11:00:00,2588.65,2593.7,2583.6,2583.6,31.0423,80344.236704,0.1779,0.05,0.0,0.95,1
2022-05-26 11:15:00,2584.07,2588.16,2543.29,2570.0,71.2176,182358.304653,0.1779,0.05,0.0,0.95,1
2022-05-26 11:30:00,2565.76,2566.12,2536.13,2561.26,59.1584,151048.302837,0.1779,0.05,0.0,0.95,1
2022-05-26 11:45:00,2565.0,2566.63,2548.43,2560.17,44.9798,115143.371878,0.1779,0.05,0.0,0.95,1
2022-05-26 12:00:00,2559.36,2570.34,2555.84,2559.61,84.7677,217255.592794,0.1779,0.05,0.0,0.95,1
2022-05-26 12:15:00,2558.64,2584.23,2554.02,2583.94,55.565,142418.560283,0.1779,0.05,0.0,0.95,1
2022-05-26 12:30:00,2582.09,2582.68,2563.75,2568.0,26.4871,68152.676928,0.1779,0.05,0.0,0.95,1
2022-05-26 12:45:00,2567.24,2568.27,2535.67,2549.47,74.0296,189120.433878,0.1779,0.05,0.0,0.95,1
2022-05-26 13:00:00,2549.15,2562.8,2543.8,2560.56,43.3026,110616.215811,0.1779,0.05,0.0,0.95,1
2022-05-26 13:15:00,2557.59,2561.31,2493.85,2511.55,121.1124,304598.34301,0.1779,0.05,0.0,0.95,1
2022-05-26 13:30:00,2508.25,2845.0,2454.35,2496.36,329.5803,826365.633592,0.1779,0.05,0.0,0.95,1
2022-05-26 13:45:00,2495.06,2530.75,2493.61,2528.63,109.1189,275179.188752,0.1779,0.05,0.0,0.95,1
2022-05-26 14:00:00,2529.73,2567.79,2523.89,2554.12,200.7886,511809.786292,0.1779,0.05,0.0,0.95,1
2022-05-26 14:15:00,2556.27,2604.7,2554.1,2595.86,170.6819,439365.039835,0.1779,0.05,0.0,0.95,1
2022-05-26 14:30:00,2593.43,2619.0,2582.58,2601.31,67.4005,175126.083103,0.1779,0.05,0.0,0.95,1
2022-05-26 14:45:00,2602.02,2622.63,2596.78,2613.5,50.5281,131787.005855,0.1779,0.05,0.0,0.95,1
2022-05-26 15:00:00,2612.64,2623.94,2607.69,2620.36,30.3913,79521.790457,0.1779,0.05,0.0,0.95,1
2022-05-26 15:15:00,2620.01,2649.43,2616.01,2631.0,48.9631,128895.936964,0.1779,0.05,0.0,0.95,1
2022-05-26 15:30:00,2629.19,2635.5,2616.18,2616.97,31.6658,83135.221554,0.1779,0.05,0.0,0.95,1
2022-05-26 15:45:00,2617.25,2634.0,2612.96,2629.61,22.4825,58978.763502,0.1779,0.05,0.0,0.95,1
2022-05-26 16:00:00,2626.26,2636.99,2624.71,2631.4,3.8048,10006.894812,0.1779,0.05,0.0,0.95,1
2022-05-26 16:15:00,2629.28,2665.54,2628.94,2660.89,20.7001,54894.772968,0.1779,0.05,0.0,0.95,1
2022-05-26 16:30:00,2656.38,2689.97,2656.38,2668.88,32.9488,88120.22703,0.1779,0.05,0.0,0.95,1
2022-05-26 16:45:00,2668.71,2674.1,2651.65,2651.99,34.6498,92273.514868,0.1779,0.05,0.0,0.95,1
2022-05-26 17:00:00,2653.2,2662.61,2652.18,2656.03,8.8042,23382.613279,0.1779,0.05,0.0,0.95,1
2022-05-26 17:15:00,2659.08,2663.14,2637.83,2642.97,28.65,76073.520162,0.1779,0.05,0.0,0.95,1
2022-05-26 17:30:00,2642.6,2648.87,2636.4,2646.42,14.8683,39312.184587,0.1779,0.05,0.0,0.95,1
2022-05-26 17:45:00,2643.48,2653.41,2641.55,2648.96,30.5623,80941.863654,0.1779,0.05,0.0,0.95,1
2022-05-26 18:00:00,2645.05,2650.34,2638.68,2648.49,12.1391,32103.531547,0.1779,0.05,0.0,0.95,1
2022-05-26 18:15:00,2646.42,2648.88,2630.93,2636.88,9.8033,25889.829431,0.1779,0.05,0.0,0.95,1
2022-05-26 18:30:00,2637.31,2639.05,2625.64,2626.59,9.7117,25580.570784,0.1779,0.05,0.0,0.95,1
2022-05-26 18:45:00,2627.12,2628.87,2619.09,2627.86,11.5253,30220.681881,0.1779,0.05,0.0,0.95,1
2022-05-26 19:00:00,2628.23,2633.98,2625.81,2627.76,4.087,10744.027975,0.1779,0.05,0.0,0.95,1
2022-05-26 19:15:00,2626.36,2626.36,2607.37,2610.5,23.2006,60638.562258,0.1779,0.05,0.0,0.95,1
2022-05-26 19:30:00,2611.64,2611.64,2588.2,2594.2,12.6339,32825.598819,0.1779,0.05,0.0,0.95,1
2022-05-26 19:45:00,2592.33,2593.37,2579.0,2582.09,8.4549,21837.01459,0.1779,0.05,0.0,0.95,1
2022-05-26 20:00:00,2584.0,2592.09,2574.14,2575.13,14.1096,36509.950804,0.1779,0.05,0.0,0.95,1
2022-05-26 20:15:00,2574.82,2581.38,2400.01,2551.71,156.9102,394517.42626,0.1779,0.05,0.0,0.95,1
2022-05-26 20:30:00,2554.67,2579.45,2550.0,2579.45,102.3,261450.01187,0.1779,0.05,0.0,0.95,1
2022-05-26 20:45:00,2580.08,2583.66,2566.13,2576.35,9.9523,25613.570458,0.1779,0.05,0.0,0.95,1
2022-05-26 21:00:00,2575.0,2581.23,2568.65,2573.27,9.322,23981.422925,0.1779,0.05,0.0,0.95,1
2022-05-26 21:15:00,2574.61,2599.62,2574.61,2592.5,53.0539,137453.118383,0.1779,0.05,0.0,0.95,1
2022-05-26 21:30:00,2591.27,2592.47,2574.0,2574.0,3.5596,9216.234383,0.1779,0.05,0.0,0.95,1
2022-05-26 21:45:00,2576.64,2588.26,2576.64,2578.78,3.5967,9294.440492,0.1779,0.05,0.0,0.95,1
2022-05-26 22:00:00,2577.17,2580.3,2567.68,2580.3,13.8344,35619.904197,0.1779,0.05,0.0,0.95,1
2022-05-26 22:15:00,2575.89,2594.72,2571.06,2594.72,6.7646,17462.071366,0.1779,0.05,0.0,0.95,1
2022-05-26 22:30:00,2591.3,2597.21,2588.4,2588.79,14.2974,37082.507843,0.1779,0.05,0.0,0.95,1
2022-05-26 22:45:00,2588.75,2592.16,2570.86,2571.99,14.624,37760.75338,0.1779,0.05,0.0,0.95,1
2022-05-26 23:00:00,2571.32,2572.81,2560.66,2563.51,16.3303,41896.966385,0.1779,0.05,0.0,0.95,1
2022-05-26 23:15:00,2563.89,2574.33,2550.0,2550.0,28.1736,72206.691152,0.1779,0.05,0.0,0.95,1
2022-05-26 23:30:00,2550.49,2562.42,2545.0,2553.69,23.5548,60196.167331,0.1779,0.05,0.0,0.95,1
2022-05-26 23:45:00,2552.86,2563.92,2552.84,2560.09,6.7352,17246.827722,0.1779,0.05,0.0,0.95,1
2022-05-27 00:00:00,2555.87,2555.87,2518.0,2522.36,49.8393,126499.266482,0.1779,0.05,0.0,0.95,1
2022-05-27 00:15:00,2523.82,2539.0,2513.72,2525.42,40.9314,103332.292804,0.1779,0.05,0.0,0.95,1
2022-05-27 00:30:00,2525.72,2541.54,2520.98,2537.13,70.8228,179261.411176,0.1779,0.05,0.0,0.95,1
2022-05-27 00:45:00,2538.2,2541.01,2509.1,2509.86,51.753,130912.403826,0.1779,0.05,0.0,0.95,1
2022-05-27 01:00:00,2508.58,2512.28,2495.0,2499.35,51.6408,129261.047738,0.1779,0.05,0.0,0.95,1
2022-05-27 01:15:00,2499.46,2505.97,2470.0,2471.66,69.9693,173963.371625,0.1779,0.05,0.0,0.95,1
2022-05-27 01:30:00,2475.85,2482.66,2461.88,2464.57,98.1527,242537.293493,0.1779,0.05,0.0,0.95,1
2022-05-27 01:45:00,2463.18,2477.97,2460.0,2471.88,89.8116,221534.930743,0.1779,0.05,0.0,0.95,1
2022-05-27 02:00:00,2471.11,2478.45,2435.56,2442.88,172.2297,424237.498131,0.1779,0.05,0.0,0.95,1
2022-05-27 02:15:00,2439.37,2449.54,2423.62,2438.26,60.1683,146747.56207,0.1779,0.05,0.0,0.95,1
2022-05-27 02:30:00,2438.3,2478.9,2433.0,2466.5,72.4951,178272.485324,0.1779,0.05,0.0,0.95,1
2022-05-27 02:45:00,2461.75,2468.56,2451.34,2456.54,93.032,228779.588489,0.1779,0.05,0.0,0.95,1
2022-05-27 03:00:00,2457.61,2460.53,2438.0,2458.45,55.377,135592.920898,0.1779,0.05,0.0,0.95,1
2022-05-27 03:15:00,2458.3,2474.0,2456.36,2468.49,56.4365,139285.174068,0.1779,0.05,0.0,0.95,1
2022-05-27 03:30:00,2468.36,2478.16,2465.9,2477.83,101.6322,251141.575627,0.1779,0.05,0.0,0.95,1
2022-05-27 03:45:00,2479.97,2490.53,2475.35,2476.53,58.5391,145328.729072,0.1779,0.05,0.0,0.95,1
2022-05-27 04:00:00,2477.17,2487.08,2475.28,2477.83,41.5093,103004.510023,0.1779,0.05,0.0,0.95,1
2022-05-27 04:15:00,2478.44,2480.54,2466.01,2473.75,82.9666,205071.320402,0.1779,0.05,0.0,0.95,1
2022-05-27 04:30:00,2472.37,2487.56,2472.37,2473.9,37.0651,91914.708564,0.1779,0.05,0.0,0.95,1
2022-05-27 04:45:00,2474.46,2476.49,2450.91,2454.11,54.3201,133618.198973,0.1779,0.05,0.0,0.95,1
2022-05-27 05:00:00,2453.63,2456.31,2438.95,2442.95,105.3593,257833.095134,0.1779,0.05,0.0,0.95,1
2022-05-27 05:15:00,2440.38,2462.99,2432.73,2456.63,44.0603,107869.689267,0.1779,0.05,0.0,0.95,1
2022-05-27 05:30:00,2456.01,2459.12,2443.9,2451.99,23.0707,56538.888323,0.1779,0.05,0.0,0.95,1
2022-05-27 05:45:00,2454.29,2454.29,2390.0,2413.67,80.8187,195294.16228,0.1779,0.05,0.0,0.95,1
2022-05-27 06:00:00,2413.32,2434.68,2409.17,2433.01,65.6609,159461.660242,0.1779,0.05,0.0,0.95,1
2022-05-27 06:15:00,2433.68,2456.78,2414.58,2445.61,90.4013,219954.859082,0.1779,0.05,0.0,0.95,1
2022-05-27 06:30:00,2444.33,2450.97,2420.31,2445.15,86.2672,210228.306916,0.1779,0.05,0.0,0.95,1
2022-05-27 06:45:00,2445.45,2479.26,2437.71,2472.29,30.9809,76360.618098,0.1779,0.05,0.0,0.95,1
2022-05-27 07:00:00,2471.93,2490.32,2465.59,2481.44,89.5632,221685.401609,0.1779,0.05,0.0,0.95,1
2022-05-27 07:15:00,2481.44,2490.26,2475.55,2481.87,84.3136,209322.130158,0.1779,0.05,0.0,0.95,1
2022-05-27 07:30:00,2481.25,2519.92,2477.04,2510.29,119.8462,299324.423167,0.1779,0.05,0.0,0.95,1
2022-05-27 07:45:00,2510.56,2510.56,2489.26,2492.88,44.7577,111831.3947,0.1779,0.05,0.0,0.95,1
2022-05-27 08:00:00,2493.17,2493.17,2472.93,2473.88,46.8648,116379.606064,0.1779,0.05,0.0,0.95,1
2022-05-27 08:15:00,2472.0,2501.62,2455.01,2495.3,95.5956,236133.863908,0.1779,0.05,0.0,0.95,1
2022-05-27 08:30:00,2495.61,2504.59,2485.67,2491.79,77.3228,193000.116206,0.1779,0.05,0.0,0.95,1
2022-05-27 08:45:00,2493.96,2496.51,2483.57,2487.12,65.4137,162826.984718,0.1779,0.05,0.0,0.95,1
2022-05-27 09:00:00,2488.1,2492.39,2460.01,2473.38,34.9476,86665.153137,0.1779,0.05,0.0,0.95,1
2022-05-27 09:15:00,2472.05,2479.32,2468.64,2474.89,21.0186,51999.948494,0.1779,0.05,0.0,0.95,1
2022-05-27 09:30:00,2474.28,2484.32,2472.65,2479.82,28.0887,69590.802983,0.1779,0.05,0.0,0.95,1
2022-05-27 09:45:00,2478.94,2493.51,2476.22,2487.46,33.5743,83470.663899,0.1779,0.05,0.0,0.95,1
2022-05-27 10:00:00,2487.81,2500.53,2480.64,2497.78,67.7738,168698.439778,0.1779,0.05,0.0,0.95,1
2022-05-27 10:15:00,2494.15,2500.0,2490.0,2496.0,40.6115,101347.166712,0.1779,0.05,0.0,0.95,1
2022-05-27 10:30:00,2495.96,2504.12,2482.8,2484.75,63.7782,158818.435561,0.1779,0.05,0.0,0.95,1
2022-05-27 10:45:00,2484.46,2485.13,2472.16,2474.9,61.4909,152329.266742,0.1779,0.05,0.0,0.95,1
2022-05-27 11:00:00,2476.09,2477.67,2461.48,2463.28,39.1378,96685.82132,0.1779,0.05,0.0,0.95,1
2022-05-27 11:15:00,2464.03,2481.86,2460.0,2481.77,50.2168,124162.855602,0.1779,0.05,0.0,0.95,1
2022-05-27 11:30:00,2481.44,2502.0,2474.28,2502.0,39.7252,98938.610279,0.1779,0.05,0.0,0.95,1
2022-05-27 11:45:00,2502.98,2504.22,2487.5,2487.5,51.5554,128639.448136,0.1779,0.05,0.0,0.95,1
2022-05-27 12:00:00,2488.61,2488.61,2478.04,2479.89,45.3594,112653.21427,0.1779,0.05,0.0,0.95,1
2022-05-27 12:15:00,2479.47,2484.84,2469.8,2484.84,60.3528,149641.946093,0.1779,0.05,0.0,0.95,1
2022-05-27 12:30:00,2484.3,2510.24,2480.15,2505.4,70.8646,177185.816659,0.4588,0.077,0.0,0.923,1
2022-05-27 12:45:00,2501.56,2548.0,2495.36,2546.34,55.0013,138940.142253,0.4588,0.077,0.0,0.923,1
2022-05-27 13:00:00,2546.2,2551.16,2530.91,2539.1,44.6545,113411.677079,0.4588,0.077,0.0,0.923,1
2022-05-27 13:15:00,2537.81,2539.72,2523.07,2528.51,91.3954,231195.550374,0.4588,0.077,0.0,0.923,1
2022-05-27 13:30:00,2531.0,2536.91,2511.19,2513.44,47.4853,119651.177205,0.4588,0.077,0.0,0.923,1
2022-05-27 13:45:00,2514.93,2534.84,2511.52,2517.07,37.0189,93428.689107,0.4588,0.077,0.0,0.923,1
2022-05-27 14:00:00,2516.93,2542.0,2512.0,2534.73,78.1345,198082.905924,0.4588,0.077,0.0,0.923,1
2022-05-27 14:15:00,2536.06,2537.78,2511.59,2511.59,58.2339,146884.15748,0.4588,0.077,0.0,0.923,1
2022-05-27 14:30:00,2515.24,2522.25,2504.3,2509.91,19.8204,49764.338617,0.4588,0.077,0.0,0.923,1
2022-05-27 14:45:00,2509.76,2511.48,2482.0,2482.0,43.2579,107925.806005,0.4588,0.077,0.0,0.923,1
2022-05-27 15:00:00,2481.88,2486.13,2462.95,2471.17,91.6778,226921.836157,0.4588,0.077,0.0,0.923,1
2022-05-27 15:15:00,2470.71,2474.19,2454.6,2465.34,44.0196,108542.483812,0.4588,0.077,0.0,0.923,1
2022-05-27 15:30:00,2464.38,2486.43,2461.75,2476.29,22.6855,56150.60397,0.4588,0.077,0.0,0.923,1
2022-05-27 15:45:00,2476.41,2486.21,2473.5,2480.94,15.1571,37603.757808,0.4588,0.077,0.0,0.923,1
2022-05-27 16:00:00,2481.96,2486.68,2463.1,2467.55,60.704,150563.29151,0.4588,0.077,0.0,0.923,1
2022-05-27 16:15:00,2466.22,2480.76,2450.0,2475.55,22.141,54562.704494,0.4588,0.077,0.0,0.923,1
2022-05-27 16:30:00,2473.6,2473.6,2447.0,2449.19,84.7546,208628.527101,0.4588,0.077,0.0,0.923,1
2022-05-27 16:45:00,2448.78,2460.79,2442.37,2454.06,13.5775,33299.493769,-0.8078,0.14,0.29,0.57,0
2022-05-27 17:00:00,2454.55,2462.39,2434.0,2446.2,14.9733,36616.888295,-0.8078,0.14,0.29,0.57,0
2022-05-27 17:15:00,2446.24,2462.0,2441.36,2457.27,17.5401,43027.036174,-0.8078,0.14,0.29,0.57,0
2022-05-27 17:30:00,2456.06,2456.58,2419.19,2440.18,61.902,150779.57116,-0.8078,0.14,0.29,0.57,0
2022-05-27 17:45:00,2438.88,2446.61,2423.18,2423.18,15.8079,38444.77631,-0.8078,0.14,0.29,0.57,0
2022-05-27 18:00:00,2426.83,2438.74,2417.0,2424.94,43.6293,105788.689335,-0.8078,0.14,0.29,0.57,0
2022-05-27 18:15:00,2424.2,2428.95,2414.0,2416.06,24.6102,59623.705311,-0.8078,0.14,0.29,0.57,0
2022-05-27 18:30:00,2416.52,2420.33,2408.0,2411.36,14.6123,35279.554882,-0.8078,0.14,0.29,0.57,0
2022-05-27 18:45:00,2412.69,2424.68,2399.0,2405.46,58.4222,140785.921184,-0.8078,0.14,0.29,0.57,0
2022-05-27 19:00:00,2403.3,2419.08,2401.27,2416.19,16.0097,38578.279711,-0.8078,0.14,0.29,0.57,0
2022-05-27 19:15:00,2416.03,2423.0,2408.09,2410.86,32.5512,78609.658024,-0.8078,0.14,0.29,0.57,0
2022-05-27 19:30:00,2412.94,2420.91,2406.19,2417.51,10.5731,25553.816235,-0.0772,0.05,0.086,0.864,0
2022-05-27 19:45:00,2416.95,2430.0,2416.95,2430.0,30.1065,72880.310557,-0.0772,0.05,0.086,0.864,0
2022-05-27 20:00:00,2429.64,2472.0,2420.87,2448.95,27.5701,67540.761559,-0.0772,0.05,0.086,0.864,0
2022-05-27 20:15:00,2450.64,2475.64,2438.84,2453.29,33.3321,81960.614346,-0.0772,0.05,0.086,0.864,0
2022-05-27 20:30:00,2453.55,2467.0,2452.73,2463.99,15.2382,37480.173937,-0.0772,0.05,0.086,0.864,0
2022-05-27 20:45:00,2462.56,2462.56,2450.99,2453.82,9.9338,24430.0718,-0.0772,0.05,0.086,0.864,0
2022-05-27 21:00:00,2454.04,2455.43,2437.48,2437.48,10.3507,25297.960738,-0.0772,0.05,0.086,0.864,0
2022-05-27 21:15:00,2441.83,2448.74,2438.35,2442.02,3.7752,9222.793638,-0.0772,0.05,0.086,0.864,0
2022-05-27 21:30:00,2441.77,2448.15,2438.79,2439.35,3.433,8383.108858,-0.0772,0.05,0.086,0.864,0
2022-05-27 21:45:00,2439.73,2446.57,2437.78,2446.57,10.7675,26253.604935,-0.0772,0.05,0.086,0.864,0
2022-05-27 22:00:00,2446.5,2446.5,2420.0,2423.2,8.913,21686.909131,-0.0772,0.05,0.086,0.864,0
2022-05-27 22:15:00,2420.53,2440.77,2413.74,2438.86,14.3102,34728.39361,-0.0772,0.05,0.086,0.864,0
2022-05-27 22:30:00,2439.56,2451.56,2437.37,2450.57,8.4032,20547.551384,-0.0772,0.05,0.086,0.864,0
2022-05-27 22:45:00,2450.96,2455.01,2445.27,2449.77,8.235,20178.923907,-0.0772,0.05,0.086,0.864,0
2022-05-27 23:00:00,2449.77,2451.29,2423.96,2435.61,35.3575,85994.961622,-0.0772,0.05,0.086,0.864,0
2022-05-27 23:15:00,2435.81,2438.78,2419.76,2420.72,18.4629,44910.299191,-0.0772,0.05,0.086,0.864,0
2022-05-27 23:30:00,2420.93,2422.19,2400.0,2406.55,28.6575,69079.566901,-0.0772,0.05,0.086,0.864,0
2022-05-27 23:45:00,2405.94,2413.34,2385.0,2407.37,44.8025,107445.221085,-0.0772,0.05,0.086,0.864,0
2022-05-28 00:00:00,2407.36,2412.07,2402.38,2410.02,24.0478,57915.614705,-0.0772,0.05,0.086,0.864,0
2022-05-28 00:15:00,2412.76,2428.69,2408.01,2428.69,30.2738,73299.6498,-0.0772,0.05,0.086,0.864,0
2022-05-28 00:30:00,2428.26,2437.28,2420.22,2423.81,14.5857,35421.856664,-0.0772,0.05,0.086,0.864,0
2022-05-28 00:45:00,2424.79,2438.73,2424.79,2437.49,36.5819,88882.526986,-0.0772,0.05,0.086,0.864,0
2022-05-28 01:00:00,2437.96,2444.24,2434.7,2442.96,27.4412,66937.657032,-0.0772,0.05,0.086,0.864,0
2022-05-28 01:15:00,2443.52,2448.12,2440.46,2441.88,31.7958,77727.556105,-0.0772,0.05,0.086,0.864,0
2022-05-28 01:30:00,2440.53,2443.79,2422.0,2422.83,37.5024,91419.421588,-0.0772,0.05,0.086,0.864,0
2022-05-28 01:45:00,2422.32,2430.76,2415.26,2415.26,24.817,60190.957766,-0.0772,0.05,0.086,0.864,0
2022-05-28 02:00:00,2415.69,2422.01,2413.42,2416.74,17.9447,43383.67761,-0.0772,0.05,0.086,0.864,0
2022-05-28 02:15:00,2417.26,2424.29,2413.09,2422.58,19.4789,47148.657869,-0.0772,0.05,0.086,0.864,0
2022-05-28 02:30:00,2421.18,2433.85,2420.81,2430.44,21.483,52160.455373,-0.0772,0.05,0.086,0.864,0
2022-05-28 02:45:00,2430.45,2434.03,2406.75,2411.33,34.7715,84029.791537,-0.0772,0.05,0.086,0.864,0
2022-05-28 03:00:00,2411.14,2421.92,2410.68,2417.5,22.1727,53605.888728,-0.0772,0.05,0.086,0.864,0
2022-05-28 03:15:00,2416.93,2426.39,2409.08,2426.39,52.1914,126005.223454,-0.6808,0.0,0.138,0.862,0
2022-05-28 03:30:00,2426.21,2438.49,2425.18,2432.04,31.8719,77472.208848,-0.6808,0.0,0.138,0.862,0
2022-05-28 03:45:00,2431.59,2450.24,2431.59,2449.59,31.5987,77159.273201,-0.6808,0.0,0.138,0.862,0
2022-05-28 04:00:00,2453.89,2469.8,2453.85,2468.63,44.9483,110577.974915,-0.6808,0.0,0.138,0.862,0
2022-05-28 04:15:00,2468.63,2468.63,2458.42,2459.09,3.2219,7935.929189,-0.6808,0.0,0.138,0.862,0
2022-05-28 04:30:00,2458.87,2468.6,2454.53,2466.91,16.3787,40311.856934,-0.6808,0.0,0.138,0.862,0
2022-05-28 04:45:00,2466.35,2469.01,2460.89,2464.6,9.7629,24061.816784,-0.6808,0.0,0.138,0.862,0
2022-05-28 05:00:00,2463.26,2471.74,2461.22,2462.28,27.8068,68593.35517,-0.6808,0.0,0.138,0.862,0
2022-05-28 05:15:00,2463.06,2464.07,2453.42,2459.43,8.8955,21864.303002,-0.6808,0.0,0.138,0.862,0
2022-05-28 05:30:00,2459.44,2469.62,2457.45,2469.62,12.9472,31924.883444,-0.6808,0.0,0.138,0.862,0
2022-05-28 05:45:00,2464.37,2486.22,2462.82,2479.32,28.4329,70421.506228,-0.6808,0.0,0.138,0.862,0
2022-05-28 06:00:00,2480.22,2484.71,2468.75,2470.45,22.8192,56510.8904,-0.6808,0.0,0.138,0.862,0
2022-05-28 06:15:00,2471.01,2474.85,2464.08,2468.25,9.161,22618.059923,-0.6808,0.0,0.138,0.862,0
2022-05-28 06:30:00,2468.45,2470.6,2463.34,2466.72,18.0633,44576.230788,-0.6808,0.0,0.138,0.862,0
2022-05-28 06:45:00,2466.44,2475.01,2465.51,2473.62,10.7561,26591.563718,-0.6808,0.0,0.138,0.862,0
2022-05-28 07:00:00,2471.96,2474.62,2465.55,2467.21,6.8026,16799.493335,-0.6808,0.0,0.138,0.862,0
2022-05-28 07:15:00,2466.26,2467.54,2458.37,2460.54,16.8588,41534.897254,-0.6808,0.0,0.138,0.862,0
2022-05-28 07:30:00,2461.16,2461.16,2457.27,2458.65,10.5668,25985.716949,-0.6808,0.0,0.138,0.862,0
2022-05-28 07:45:00,2458.81,2460.88,2453.27,2454.73,17.5595,43147.566678,-0.6808,0.0,0.138,0.862,0
2022-05-28 08:00:00,2454.26,2467.09,2453.55,2464.94,16.9149,41649.708217,-0.6808,0.0,0.138,0.862,0
2022-05-28 08:15:00,2465.15,2471.37,2465.15,2465.85,13.2283,32641.803097,-0.6808,0.0,0.138,0.862,0
2022-05-28 08:30:00,2464.5,2464.63,2455.35,2455.35,6.9252,17048.378407,-0.6808,0.0,0.138,0.862,0
2022-05-28 08:45:00,2457.01,2463.68,2440.89,2462.65,11.0774,27122.971129,-0.6808,0.0,0.138,0.862,0
2022-05-28 09:00:00,2463.73,2465.61,2458.24,2458.93,4.9149,12094.019885,-0.6808,0.0,0.138,0.862,0
2022-05-28 09:15:00,2460.77,2460.77,2451.93,2459.26,13.9157,34162.474267,-0.6808,0.0,0.138,0.862,0
2022-05-28 09:30:00,2458.02,2463.04,2457.75,2460.61,5.3272,13106.541311,-0.6808,0.0,0.138,0.862,0
2022-05-28 09:45:00,2457.51,2457.51,2446.13,2446.76,6.5714,16094.344445,-0.6808,0.0,0.138,0.862,0
2022-05-28 10:00:00,2446.79,2454.87,2442.87,2452.97,12.5161,30682.629726,-0.6808,0.0,0.138,0.862,0
2022-05-28 10:15:00,2451.13,2455.08,2445.79,2446.27,9.0798,22252.185503,-0.6808,0.0,0.138,0.862,0
2022-05-28 10:30:00,2445.75,2460.44,2444.88,2459.42,40.7488,99972.946536,-0.6808,0.0,0.138,0.862,0
2022-05-28 10:45:00,2459.36,2459.5,2448.05,2448.55,8.5216,20911.387372,-0.6808,0.0,0.138,0.862,0
2022-05-28 11:00:00,2448.0,2458.31,2448.0,2456.2,7.2964,17905.782894,-0.6808,0.0,0.138,0.862,0
2022-05-28 11:15:00,2455.69,2474.8,2453.75,2474.8,13.7965,33975.4284,-0.6808,0.0,0.138,0.862,0
2022-05-28 11:30:00,2473.81,2491.11,2468.99,2488.11,24.6703,61254.93035,-0.6808,0.0,0.138,0.862,0
2022-05-28 11:45:00,2487.4,2487.4,2476.64,2478.56,5.9339,14718.148713,-0.6808,0.0,0.138,0.862,0
2022-05-28 12:00:00,2479.27,2479.27,2473.63,2476.52,4.086,10118.987071,-0.6808,0.0,0.138,0.862,0
2022-05-28 12:15:00,2475.15,2482.3,2472.81,2472.81,8.6574,21462.693841,-0.6808,0.0,0.138,0.862,0
2022-05-28 12:30:00,2472.57,2493.62,2472.57,2490.68,6.3999,15890.109657,-0.6808,0.0,0.138,0.862,0
2022-05-28 12:45:00,2491.27,2493.08,2486.95,2487.56,13.9758,34795.603878,-0.6808,0.0,0.138,0.862,0
2022-05-28 13:00:00,2486.85,2504.04,2486.85,2496.32,14.2434,35576.413051,-0.6808,0.0,0.138,0.862,0
2022-05-28 13:15:00,2496.91,2498.94,2489.17,2496.22,12.0964,30171.140688,-0.6808,0.0,0.138,0.862,0
2022-05-28 13:30:00,2499.03,2511.09,2492.42,2496.34,25.3275,63448.786939,-0.6808,0.0,0.138,0.862,0
2022-05-28 13:45:00,2497.65,2501.06,2488.06,2490.08,18.2973,45664.764746,-0.6808,0.0,0.138,0.862,0
2022-05-28 14:00:00,2490.0,2495.87,2489.8,2495.87,6.9072,17214.6873,-0.6808,0.0,0.138,0.862,0
2022-05-28 14:15:00,2495.99,2499.13,2484.33,2487.0,9.0657,22583.266136,-0.6808,0.0,0.138,0.862,0
2022-05-28 14:30:00,2486.7,2490.07,2480.96,2488.07,19.4857,48424.081833,-0.6808,0.0,0.138,0.862,0
